tags,hasConnection,level1_tags,coded_tags,idauthor
"['E', 'F', 'L', 'O']",['p00327'],"['L', 'E', 'F', 'N', 'G', 'D', 'O']",[0 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0],p00462
"['L', 'E', 'I', 'J', 'G', 'H', 'D', 'C']","['p01974', 'p02936', 'p05273', 'p05042', 'p05039', 'p05369', 'p02306', 'p04006']","['K', 'L', 'E', 'I', 'C', 'J', 'G', 'H', 'D', 'O']",[0 0 1 1 1 0 1 1 1 1 1 1 0 0 1 0 0 0 0],p00463
"['E', 'D', 'C']","['p02256', 'p03717']","['E', 'D', 'C']",[0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00464
"['G', 'D', 'L']","['p00615', 'p05395', 'p00191', 'p05402']","['L', 'E', 'F', 'G', 'H', 'D', 'O']",[0 0 0 1 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0],p00465
"['E', 'F', 'D']","['p00109', 'p00903']","['L', 'Q', 'G', 'E', 'F', 'O', 'J', 'I', 'H', 'D', 'C']",[0 0 1 1 1 1 1 1 1 1 0 1 0 0 1 0 1 0 0],p00467
['R'],['p02920'],['R'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],p00468
['Q'],[],['Q'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],p00469
"['L', 'F', 'N', 'J', 'G', 'D']","['p00526', 'p05091', 'p00594', 'p01368', 'p02694', 'p03113', 'p01605']","['K', 'L', 'P', 'G', 'F', 'N', 'O', 'J', 'I', 'H', 'D', 'C']",[0 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 0],p00470
['I'],"['p02356', 'p00190', 'p03162', 'p00885']","['I', 'J', 'G', 'H', 'D']",[0 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0],p00471
"['D', 'C']",['p04281'],"['L', 'M', 'G', 'H', 'D', 'C']",[0 0 1 1 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0],p00472
"['Z', 'F', 'J', 'D', 'C']","['p05204', 'p03216', 'p03698', 'p05382', 'p02560', 'p00604', 'p01201', 'p00385']","['L', 'Q', 'Z', 'E', 'F', 'N', 'C', 'J', 'I', 'H', 'D', 'O']",[0 0 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 0 1],p00473
['J'],['p00745'],['J'],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p00474
"['P', 'F', 'C', 'J', 'D', 'R', 'O']","['p02244', 'p00320', 'p02705', 'p01031', 'p04623', 'p04327', 'p02069', 'p03383', 'p02245', 'p01988', 'p01148', 'p05071']","['K', 'P', 'L', 'G', 'E', 'F', 'N', 'O', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0],p00476
"['H', 'D', 'C']","['p00066', 'p03524', 'p03698', 'p02205']","['Q', 'Z', 'C', 'H', 'D', 'O']",[0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1],p00479
['E'],['p04759'],['E'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00482
"['G', 'K', 'D']","['p01419', 'p00951', 'p05313']","['K', 'L', 'E', 'G', 'H', 'D', 'R']",[0 0 0 1 1 0 1 1 0 0 1 1 0 0 0 0 0 1 0],p00483
"['D', 'C']","['p02028', 'p05672', 'p05626', 'p04247']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00485
"['G', 'D', 'L', 'O']",['p04617'],"['K', 'L', 'Q', 'F', 'G', 'D', 'O']",[0 0 0 1 0 1 1 0 0 0 1 1 0 0 1 0 1 0 0],p00486
['L'],[],['L'],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p00487
"['C', 'J', 'I', 'D', 'O']","['p00690', 'p03498', 'p04306', 'p03052', 'p01792', 'p03132', 'p01852']","['E', 'F', 'C', 'J', 'I', 'H', 'D', 'O']",[0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 0 0 0 0],p00490
"['A', 'Z', 'J', 'H', 'D', 'C']","['p00558', 'p03092', 'p03953', 'p02115', 'p01290']","['A', 'L', 'Q', 'Z', 'C', 'J', 'I', 'H', 'D', 'O']",[1 0 1 1 0 0 0 1 1 1 0 1 0 0 1 0 1 0 1],p00491
['D'],"['p01576', 'p02043']",['D'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00494
"['L', 'Z', 'I', 'D', 'O']","['p00620', 'p01602', 'p04458', 'p05441', 'p00009', 'p03578']","['A', 'K', 'P', 'L', 'Q', 'Z', 'G', 'F', 'N', 'O', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],p00497
"['G', 'E', 'F', 'H']","['p03047', 'p01835', 'p02293', 'p05675']","['E', 'F', 'G', 'H', 'D']",[0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],p00499
"['Q', 'Z', 'J', 'D', 'R', 'O']","['p03298', 'p04722', 'p00163']","['Q', 'Z', 'J', 'D', 'R', 'O']",[0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 1 1],p00500
"['E', 'J']",['p01596'],"['E', 'J']",[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p00501
"['G', 'D', 'C']","['p02314', 'p01064']","['G', 'E', 'D', 'C']",[0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p00504
['C'],"['p02313', 'p03890', 'p03994', 'p04206']","['G', 'F', 'J', 'C']",[0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0],p00506
['D'],['p04993'],"['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00507
"['I', 'H', 'R']",['p01938'],"['A', 'L', 'M', 'I', 'H', 'D', 'R', 'O']",[1 0 0 1 0 0 0 1 1 0 0 1 1 0 1 0 0 1 0],p00508
"['J', 'I', 'H', 'D', 'O']","['p04115', 'p04926']","['K', 'E', 'J', 'I', 'H', 'D', 'O']",[0 0 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 0 0],p00509
"['G', 'F', 'P', 'O']",['p00006'],"['G', 'F', 'P', 'O']",[0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0],p00511
"['L', 'Z', 'E', 'I', 'C', 'F', 'J', 'M', 'G', 'H', 'D', 'O']","['p00620', 'p00040', 'p00520', 'p03699', 'p02522', 'p01173', 'p05122']","['L', 'Q', 'Z', 'G', 'E', 'F', 'O', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1],p00512
['D'],"['p01573', 'p00648', 'p00148']","['H', 'D']",[0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p00516
"['L', 'E', 'G', 'D', 'C']","['p02186', 'p03838', 'p01145', 'p05396', 'p00193']","['K', 'L', 'P', 'Q', 'Z', 'G', 'E', 'F', 'N', 'C', 'J', 'I', 'H', 'D', 'O']",[0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1],p00518
['E'],[],['E'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00519
"['G', 'E', 'D', 'L']","['p01488', 'p00234', 'p01743', 'p00512']","['L', 'P', 'Z', 'G', 'E', 'F', 'O', 'J', 'M', 'I', 'H', 'D', 'R', 'C']",[0 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1],p00520
"['J', 'I', 'D', 'C']","['p05646', 'p05163', 'p05094', 'p05216', 'p00219', 'p04094', 'p03947', 'p02789']","['A', 'K', 'L', 'E', 'C', 'J', 'I', 'H', 'D', 'O']",[1 0 1 1 1 0 0 1 1 1 1 1 0 0 1 0 0 0 0],p00521
['D'],"['p04913', 'p05692', 'p00593']",['D'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00523
"['G', 'N', 'D', 'L']","['p05174', 'p04827', 'p00828']","['L', 'G', 'F', 'N', 'M', 'I', 'D', 'O']",[0 0 0 1 0 1 1 0 1 0 0 1 1 1 1 0 0 0 0],p00524
"['K', 'Z', 'C', 'G', 'H', 'D', 'O']","['p00590', 'p00033', 'p03486']","['K', 'L', 'Z', 'E', 'F', 'C', 'J', 'M', 'G', 'H', 'D', 'O']",[0 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 0 0 1],p00525
"['J', 'L', 'D']","['p04976', 'p00594', 'p04207', 'p01368', 'p00557', 'p00470', 'p02568']","['A', 'L', 'P', 'E', 'F', 'N', 'J', 'M', 'G', 'H', 'D', 'C']",[1 0 1 1 1 1 1 1 0 1 0 1 1 1 0 1 0 0 0],p00526
['E'],"['p02848', 'p00171', 'p04551']",['E'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00527
"['D', 'I', 'J', 'O']",['p00887'],"['I', 'O', 'J', 'D']",[0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0],p00528
"['G', 'H', 'J', 'D']","['p05524', 'p01996']","['L', 'E', 'F', 'J', 'M', 'G', 'H', 'D', 'C']",[0 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 0 0],p00530
['D'],"['p03077', 'p04247', 'p03807']","['D', 'C']",[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p00532
"['D', 'C']","['p00675', 'p00444', 'p05552']","['J', 'D', 'C']",[0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p00533
