tags,hasConnection,level1_tags,coded_tags,idauthor
"['L', 'D', 'H', 'I', 'Q', 'C']","['p00143', 'p00616', 'p02151']","['L', 'D', 'O', 'H', 'I', 'Q', 'R', 'J', 'C']",[1 1 0 0 0 1 1 1 0 1 0 0 1 0 1 1 0],p01342
"['K', 'L', 'D']",['p01349'],"['K', 'L', 'D']",[0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0],p01343
"['G', 'F', 'E']",[],"['G', 'F', 'E']",[0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p01344
"['D', 'C']","['p00640', 'p04716']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01347
"['E', 'C']","['p03960', 'p05284']","['E', 'C', 'G']",[1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p01348
"['K', 'L', 'D']",['p01343'],"['K', 'L', 'D']",[0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0],p01349
"['K', 'L', 'D', 'O', 'F', 'Q', 'J', 'C', 'Z']","['p02526', 'p05406', 'p03697', 'p03543', 'p01655', 'p03552', 'p01730', 'p03929', 'p03550']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'H', 'Q', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1],p01350
['C'],"['p04127', 'p05542', 'p05548', 'p05596', 'p02014']",['C'],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01353
"['L', 'D', 'O', 'F', 'N', 'R', 'J']","['p02529', 'p03531', 'p01408', 'p02684', 'p01263']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'R', 'J', 'C', 'G']",[1 1 1 1 1 1 0 1 0 1 0 1 1 0 0 1 0],p01355
"['G', 'E']","['p00649', 'p04266']","['G', 'E', 'L', 'J']",[0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0],p01357
"['D', 'H', 'J']","['p00736', 'p01986']","['D', 'H', 'I', 'Q', 'J', 'C']",[1 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0],p01358
"['G', 'F', 'C']",['p04232'],"['G', 'F', 'C']",[1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p01360
"['G', 'E', 'C']","['p00235', 'p01777']","['E', 'D', 'J', 'C', 'G']",[1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0],p01361
"['G', 'L', 'D']","['p05059', 'p00188', 'p01691']","['E', 'L', 'D', 'F', 'N', 'H', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 0 1 0 1 1 1 0 0 0 1 0],p01363
"['Z', 'L']",['p03579'],"['Z', 'L']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1],p01364
['J'],"['p00526', 'p00470', 'p00594']","['L', 'D', 'F', 'N', 'J', 'G']",[0 1 0 1 1 0 0 1 0 1 0 1 0 0 0 0 0],p01368
"['G', 'D', 'C']","['p05611', 'p03087']","['G', 'D', 'C']",[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p01369
"['K', 'P', 'N', 'H', 'I', 'Q', 'J']","['p03490', 'p03163', 'p02112', 'p02974', 'p01212', 'p01314', 'p00225', 'p02129', 'p02761', 'p04891', 'p02069']","['K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'Q', 'J', 'C', 'G']",[1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0],p01371
"['K', 'L', 'D', 'O', 'H', 'I', 'J', 'C']","['p03851', 'p05536', 'p01290', 'p00367', 'p02703', 'p00447', 'p05065', 'p01567', 'p02183', 'p04819', 'p04839']","['E', 'K', 'L', 'D', 'O', 'H', 'I', 'Q', 'J', 'C']",[1 1 1 0 0 1 1 1 1 1 0 0 1 0 1 0 0],p01372
"['G', 'E']",['p04383'],"['G', 'Q', 'N', 'E']",[0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0],p01373
"['G', 'D']","['p04438', 'p04840', 'p01784', 'p05118']","['D', 'O', 'P', 'J', 'C', 'G', 'Z']",[1 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1],p01374
"['E', 'R', 'J', 'O']","['p01208', 'p03730']","['E', 'O', 'F', 'R', 'J']",[0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 1 0],p01375
"['C', 'O']","['p01145', 'p05493', 'p05363']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'Q', 'R', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1],p01376
['I'],['p02453'],"['K', 'H', 'I', 'R', 'J', 'C']",[1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 0],p01378
"['D', 'H', 'J', 'I']","['p02674', 'p05216', 'p01549', 'p02932']","['D', 'J', 'H', 'I']",[0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0],p01380
"['D', 'C']","['p00417', 'p01252', 'p02236']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01383
"['M', 'J', 'D', 'C']","['p03269', 'p00409', 'p04274', 'p01242', 'p05315', 'p00392', 'p01213']","['D', 'M', 'J', 'C', 'G']",[1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0],p01385
"['J', 'I']","['p02351', 'p01458']","['K', 'L', 'I', 'R', 'Q', 'J']",[0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 0],p01390
"['M', 'D', 'J']","['p05496', 'p00226']","['L', 'D', 'M', 'J', 'C']",[1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0],p01391
"['D', 'P', 'N', 'H', 'I', 'J']","['p02195', 'p01474']","['D', 'O', 'P', 'N', 'H', 'I', 'J', 'G']",[0 1 0 0 1 1 1 1 0 0 0 1 1 1 0 0 0],p01392
"['H', 'J', 'D', 'C']","['p05384', 'p05159']","['E', 'L', 'D', 'H', 'J', 'C', 'G']",[1 1 1 0 1 1 0 1 0 1 0 0 0 0 0 0 0],p01394
"['D', 'C']","['p02428', 'p03751', 'p01440', 'p00574', 'p03991']","['G', 'L', 'D', 'C']",[1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p01395
['D'],['p03415'],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01396
"['D', 'H', 'J']","['p04973', 'p00101']","['E', 'K', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'J', 'Z']",[0 1 1 1 0 1 1 1 1 0 0 1 1 0 0 1 1],p01399
"['E', 'D']","['p04057', 'p03554']","['E', 'D', 'F', 'H', 'R']",[0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0],p01401
"['C', 'J', 'D', 'I']","['p03947', 'p01093', 'p02229', 'p01526', 'p04025', 'p01003']","['K', 'L', 'D', 'O', 'I', 'J', 'C', 'G', 'Z']",[1 1 0 0 1 0 1 1 1 1 0 0 1 0 0 0 1],p01402
"['G', 'E', 'R', 'D']","['p02570', 'p03664', 'p05182', 'p00426']","['E', 'L', 'D', 'R', 'G']",[0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0],p01403
"['D', 'H']","['p04655', 'p00153']","['D', 'H']",[0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p01404
['C'],"['p00187', 'p04927', 'p05579']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01405
"['D', 'H', 'J']","['p02174', 'p03774']","['D', 'J', 'H']",[0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0],p01406
['F'],['p01670'],['F'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],p01407
"['E', 'L', 'D', 'F', 'H', 'R', 'J', 'C']","['p02529', 'p04057', 'p04623', 'p04050', 'p02819', 'p01944', 'p01355', 'p02684', 'p00323', 'p03740', 'p03677']","['E', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'R', 'J', 'C']",[1 1 1 1 0 1 1 1 0 1 0 1 1 1 0 1 0],p01408
"['Q', 'L']",[],"['Q', 'L']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0],p01410
"['K', 'L', 'D', 'O', 'N', 'R', 'C', 'Z']","['p02765', 'p00314', 'p01897', 'p01938', 'p05493', 'p02478', 'p01590']","['K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1],p01412
"['G', 'E']","['p01214', 'p00944', 'p03590']","['E', 'D', 'O', 'J', 'G']",[0 1 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0],p01414
"['M', 'J']","['p01537', 'p01059']","['E', 'D', 'O', 'M', 'J']",[0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0],p01416
"['F', 'J', 'O']","['p02301', 'p03364', 'p03007', 'p00605', 'p01155']","['L', 'D', 'O', 'P', 'F', 'I', 'Q', 'R', 'J', 'C', 'Z']",[1 1 0 1 0 0 1 1 0 1 0 0 1 1 1 1 1],p01417
"['D', 'O', 'F', 'H', 'I', 'R', 'Q', 'J', 'G', 'Z']","['p04753', 'p03699', 'p03488', 'p01886', 'p00230', 'p02527', 'p04612', 'p04459', 'p03125']","['L', 'D', 'O', 'P', 'F', 'H', 'I', 'Q', 'R', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1],p01418
"['G', 'K', 'D']","['p00483', 'p00951', 'p05313']","['E', 'K', 'L', 'D', 'H', 'R', 'G']",[0 1 1 0 1 1 0 0 1 1 0 0 0 0 0 1 0],p01419
"['E', 'F', 'N', 'O']","['p01477', 'p01800', 'p05213']","['E', 'L', 'O', 'F', 'N', 'H']",[0 0 1 1 0 1 0 0 0 1 0 1 1 0 0 0 0],p01420
['D'],[],['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01421
['C'],['p02301'],"['D', 'O', 'F', 'I', 'J', 'C']",[1 1 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0],p01423
"['F', 'K', 'O']",['p01851'],"['K', 'L', 'D', 'O', 'F']",[0 1 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0],p01424
"['K', 'L', 'D', 'H', 'I', 'J', 'C']","['p02106', 'p03294', 'p03314', 'p00017', 'p03095', 'p05152']","['K', 'L', 'D', 'O', 'H', 'I', 'M', 'J', 'C', 'Z']",[1 1 0 0 0 1 1 1 1 1 1 0 1 0 0 0 1],p01425
['D'],"['p04316', 'p02636', 'p02118', 'p01908']","['E', 'D', 'C']",[1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01427
"['L', 'D', 'R', 'J', 'G']","['p03447', 'p04317', 'p04621', 'p05288', 'p01615', 'p04402']","['E', 'L', 'D', 'N', 'R', 'Q', 'M', 'J', 'G']",[0 1 1 0 1 0 0 1 0 1 1 1 0 0 1 1 0],p01428
"['G', 'L', 'E']","['p02267', 'p04428', 'p04912']","['G', 'L', 'E']",[0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p01433
['G'],['p05336'],"['G', 'D', 'C']",[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p01437
"['E', 'L', 'D', 'O', 'P', 'N', 'H', 'Q', 'J', 'Z']","['p04678', 'p03395', 'p00065', 'p00313', 'p00101']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'Q', 'R', 'J', 'Z']",[0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1],p01438
"['D', 'C']","['p00574', 'p01395']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01440
"['D', 'O', 'I', 'M', 'C']","['p03156', 'p04809', 'p03405', 'p01280', 'p02434', 'p03400', 'p02711']","['K', 'L', 'D', 'O', 'F', 'H', 'I', 'R', 'M', 'Q', 'J', 'C', 'G', 'Z']",[1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1],p01442
"['R', 'D', 'H']",['p02946'],"['R', 'D', 'L', 'H']",[0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0],p01445
"['J', 'C']","['p04997', 'p05186']","['D', 'J', 'C']",[1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p01446
"['E', 'J']","['p04119', 'p05437']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'M', 'J', 'G']",[0 1 1 1 1 1 0 1 0 1 1 1 1 0 0 0 0],p01448
['D'],"['p01672', 'p02104', 'p00391']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01452
"['D', 'C']","['p04267', 'p04555', 'p01048', 'p03291', 'p01589']","['D', 'C']",[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01453
['D'],['p03355'],"['E', 'D', 'F', 'H', 'Q']",[0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0],p01454
"['E', 'L', 'D', 'O', 'F', 'M', 'J']","['p04057', 'p05030', 'p01145', 'p03995', 'p04327', 'p05599', 'p03342', 'p03337', 'p01851']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'R', 'Q', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],p01455
"['D', 'F', 'H', 'O']","['p02763', 'p02261']","['D', 'F', 'H', 'O']",[0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0],p01456
"['J', 'I']","['p02351', 'p01390']","['K', 'L', 'I', 'R', 'Q', 'J']",[0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 0],p01458
"['G', 'K', 'J', 'O']",['p00101'],"['E', 'K', 'D', 'O', 'F', 'N', 'H', 'R', 'J', 'G', 'Z']",[0 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 1],p01459
"['E', 'D', 'O', 'F', 'N', 'H', 'R', 'J', 'C', 'Z']","['p04092', 'p04988', 'p04424', 'p00101']","['E', 'K', 'D', 'O', 'F', 'N', 'H', 'R', 'J', 'C', 'Z']",[1 1 1 1 0 1 0 1 1 0 0 1 1 0 0 1 1],p01460
"['L', 'C']","['p00675', 'p01666']","['L', 'C']",[1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p01462
"['J', 'I']","['p03453', 'p04772']","['J', 'I']",[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p01465
"['G', 'C']","['p04021', 'p04116']","['G', 'D', 'C']",[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p01467
"['P', 'Q', 'O']","['p03068', 'p00071', 'p03364']","['P', 'Q', 'F', 'O']",[0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0],p01471
"['R', 'Q', 'L']","['p00971', 'p03250']","['L', 'D', 'H', 'R', 'Q']",[0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0],p01472
"['D', 'N', 'H', 'I', 'J']",['p01392'],"['D', 'P', 'N', 'H', 'I', 'J']",[0 1 0 0 0 1 1 1 0 0 0 1 0 1 0 0 0],p01474
"['I', 'O']","['p01560', 'p03699', 'p01524', 'p02789']","['L', 'D', 'O', 'F', 'H', 'I', 'Q', 'J', 'C', 'Z']",[1 1 0 1 0 1 1 1 0 1 0 0 1 0 1 0 1],p01476
"['E', 'F', 'H', 'O']","['p05213', 'p01420', 'p04119', 'p05395']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'J', 'G']",[0 1 1 1 1 1 0 1 0 1 0 1 1 0 0 0 0],p01477
['G'],['p01014'],['G'],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p01481
['D'],"['p00114', 'p03842']","['L', 'D', 'C']",[1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p01483
"['L', 'D', 'O', 'I', 'C']","['p00781', 'p03369']","['L', 'D', 'O', 'I', 'M', 'C', 'G']",[1 1 0 0 1 0 1 0 0 1 1 0 1 0 0 0 0],p01485
"['E', 'L', 'F', 'H', 'R']","['p01275', 'p04126', 'p01121', 'p02671']","['E', 'L', 'F', 'H', 'R']",[0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 1 0],p01486
"['G', 'E', 'D']","['p00234', 'p00520']","['G', 'E', 'L', 'D']",[0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],p01488
"['D', 'J', 'I']","['p04413', 'p05485', 'p02349']","['D', 'J', 'I']",[0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p01489
"['G', 'L', 'D']",['p05232'],"['E', 'L', 'D', 'F', 'N', 'H', 'G']",[0 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 0],p01490
"['F', 'L']","['p02190', 'p02156', 'p00329']","['F', 'L', 'D', 'O']",[0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0],p01491
"['E', 'D', 'J', 'O']","['p05086', 'p05598']","['E', 'D', 'O', 'R', 'J']",[0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0],p01492
"['G', 'J', 'I']","['p00715', 'p00573', 'p02832']","['G', 'R', 'J', 'I']",[0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0],p01493
"['L', 'J']","['p02962', 'p02841', 'p04236']","['E', 'L', 'D', 'I', 'M', 'J', 'Z']",[0 1 1 0 0 0 1 1 0 1 1 0 0 0 0 0 1],p01494
"['O', 'J', 'D', 'I']","['p02210', 'p04434', 'p04550']","['L', 'D', 'O', 'I', 'J', 'C']",[1 1 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0],p01495
"['M', 'J', 'C']",['p00226'],"['L', 'D', 'M', 'J', 'C']",[1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0],p01496
"['M', 'L', 'D']",['p03641'],"['E', 'L', 'D', 'N', 'M', 'J']",[0 1 1 0 0 0 0 1 0 1 1 1 0 0 0 0 0],p01497
"['K', 'L', 'D', 'M', 'J']","['p02483', 'p00152', 'p03575', 'p03405']","['K', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0],p01498
"['E', 'L', 'D', 'O', 'F', 'H', 'J', 'G']","['p00109', 'p01930', 'p03775', 'p03089', 'p05524', 'p03435', 'p02826', 'p04310', 'p02392', 'p03315', 'p03995', 'p04476', 'p02219', 'p05315', 'p02244', 'p03802', 'p04181', 'p01158']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'H', 'I', 'Q', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1],p01499
"['D', 'C']","['p02223', 'p04352']","['L', 'D', 'C']",[1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p01500
"['E', 'L', 'D', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'G']","['p04099', 'p03878', 'p00623', 'p04973', 'p01138', 'p01254', 'p04230', 'p03877', 'p02195', 'p04390', 'p03709', 'p02090', 'p02437', 'p01314', 'p05233', 'p02598', 'p00764', 'p01602', 'p05489', 'p01593', 'p01813', 'p04120', 'p01002']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'N', 'H', 'I', 'R', 'M', 'Q', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],p01501
['L'],['p03743'],"['L', 'C']",[1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p01502
"['G', 'D']",['p02945'],"['G', 'D']",[0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p01503
"['L', 'D', 'F', 'M', 'G']","['p00828', 'p00188', 'p03533']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0],p01504
"['G', 'J', 'C']",['p04006'],"['G', 'L', 'J', 'C']",[1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0],p01507
"['K', 'L', 'D', 'H', 'I', 'R', 'M', 'J']","['p01126', 'p03085', 'p00175', 'p00831']","['E', 'K', 'L', 'D', 'O', 'P', 'F', 'H', 'I', 'R', 'M', 'J']",[0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0],p01508
"['P', 'L', 'D']",['p00740'],"['L', 'D', 'P', 'C', 'G']",[1 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0],p01509
"['F', 'N']","['p04646', 'p00101']","['E', 'K', 'L', 'D', 'O', 'F', 'N', 'H', 'R', 'J', 'Z']",[0 1 1 1 0 1 0 1 1 1 0 1 1 0 0 1 1],p01511
"['K', 'L', 'D']","['p02838', 'p03933']","['K', 'L', 'D']",[0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0],p01512
"['E', 'D', 'O', 'F', 'G']","['p05443', 'p02373']","['E', 'D', 'O', 'F', 'H', 'G']",[0 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0],p01513
"['G', 'F', 'J']","['p01815', 'p03890']","['G', 'F', 'J', 'C']",[1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0],p01515
['D'],"['p02236', 'p01252', 'p00355']","['L', 'D', 'H', 'J', 'C']",[1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0],p01516
"['D', 'C']",['p03157'],"['L', 'D', 'H', 'J', 'C', 'Z']",[1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1],p01518
"['E', 'J']",[],"['E', 'J']",[0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0],p01519
"['E', 'F']","['p04892', 'p02626']","['E', 'F', 'L', 'O']",[0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0],p01520
"['K', 'H', 'O']","['p00998', 'p01795']","['K', 'D', 'O', 'P', 'H', 'J']",[0 1 0 0 0 1 0 1 1 0 0 0 1 1 0 0 0],p01522
"['L', 'D', 'O']","['p04983', 'p02605']","['E', 'L', 'D', 'O', 'J', 'G']",[0 1 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0],p01523
"['I', 'O']","['p03699', 'p03198', 'p01476', 'p01560', 'p01549', 'p02789', 'p05102']","['L', 'D', 'O', 'F', 'H', 'I', 'Q', 'J', 'C', 'Z']",[1 1 0 1 0 1 1 1 0 1 0 0 1 0 1 0 1],p01524
"['L', 'D', 'O', 'I', 'C', 'G']","['p04193', 'p05575', 'p04154', 'p01799', 'p01600', 'p02649', 'p02069', 'p00621', 'p01402']","['L', 'D', 'O', 'F', 'H', 'I', 'M', 'J', 'C', 'G']",[1 1 0 1 1 1 1 1 0 1 1 0 1 0 0 0 0],p01526
"['R', 'H', 'J', 'I']",[],"['R', 'J', 'H', 'I']",[0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0],p01528
['D'],"['p02403', 'p05185', 'p00709']",['D'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01529
"['E', 'D', 'H', 'I', 'J', 'C']","['p02615', 'p01074', 'p03398', 'p05082']","['E', 'L', 'D', 'H', 'I', 'J', 'C', 'G']",[1 1 1 0 1 1 1 1 0 1 0 0 0 0 0 0 0],p01531
['C'],['p05634'],['C'],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01532
"['D', 'F', 'I', 'J', 'Z']","['p01598', 'p04026', 'p05414', 'p00538', 'p01135']","['D', 'F', 'H', 'I', 'M', 'J', 'Z']",[0 1 0 1 0 1 1 1 0 0 1 0 0 0 0 0 1],p01534
"['H', 'I', 'J', 'O']","['p05061', 'p01301', 'p02617']","['H', 'I', 'J', 'O']",[0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0],p01535
"['G', 'N', 'K']",['p00793'],"['G', 'N', 'K']",[0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0],p01536
"['M', 'J']","['p01416', 'p01059']","['E', 'D', 'O', 'M', 'J']",[0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0],p01537
"['E', 'H', 'C']","['p03976', 'p04889', 'p05350', 'p05300']","['E', 'H', 'C']",[1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],p01539
"['D', 'K', 'H']",['p02392'],"['E', 'K', 'L', 'D', 'O', 'P', 'F', 'H', 'Q', 'M', 'J', 'C', 'G', 'Z']",[1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1],p01540
"['J', 'I']","['p03332', 'p03961', 'p01727']","['I', 'J', 'C']",[1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0],p01541
['C'],"['p01010', 'p04283']",['C'],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01542
"['E', 'D']",['p02593'],"['E', 'D', 'C', 'G', 'Z']",[1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1],p01543
"['G', 'C']","['p02416', 'p00901', 'p05562', 'p04116', 'p04817']","['G', 'D', 'C']",[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],p01545
"['G', 'F', 'E']","['p03696', 'p02544']","['G', 'F', 'E']",[0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],p01546
"['E', 'D']",['p04523'],"['E', 'D']",[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01547
['E'],['p02666'],['E'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],p01548
"['D', 'J', 'I']","['p01380', 'p03198', 'p01524', 'p05216', 'p05102', 'p02674']","['D', 'O', 'H', 'I', 'J']",[0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0],p01549
"['L', 'D']",[],"['L', 'D']",[0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],p01550
"['G', 'F', 'E']","['p02280', 'p04277']","['R', 'F', 'E', 'G']",[0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0],p01551
"['L', 'D', 'O', 'F', 'I']","['p03767', 'p00553', 'p02532', 'p00238', 'p04172', 'p04843', 'p01155']","['E', 'L', 'D', 'O', 'P', 'F', 'I', 'R', 'J', 'C']",[1 1 1 1 0 0 1 1 0 1 0 0 1 1 0 1 0],p01552
"['D', 'O', 'P', 'H', 'R', 'C']",['p01743'],"['D', 'O', 'P', 'H', 'R', 'C', 'G']",[1 1 0 0 1 1 0 0 0 0 0 0 1 1 0 1 0],p01553
"['E', 'L', 'D', 'H', 'G']","['p01572', 'p02700', 'p02888']","['E', 'K', 'L', 'D', 'H', 'I', 'J', 'C', 'G']",[1 1 1 0 1 1 1 1 1 1 0 0 0 0 0 0 0],p01555
"['G', 'D', 'H']","['p03590', 'p04050', 'p01138', 'p02310']","['E', 'L', 'D', 'O', 'F', 'N', 'H', 'R', 'J', 'C', 'G']",[1 1 1 1 1 1 0 1 0 1 0 1 1 0 0 1 0],p01556
"['O', 'P', 'Q', 'R', 'J']",[],"['O', 'P', 'Q', 'R', 'J']",[0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 0],p01557
"['I', 'O']","['p03699', 'p01476', 'p01524', 'p02789']","['L', 'D', 'O', 'F', 'H', 'I', 'Q', 'J', 'C', 'Z']",[1 1 0 1 0 1 1 1 0 1 0 0 1 0 1 0 1],p01560
"['M', 'L', 'D']","['p04650', 'p02234', 'p03247', 'p02660', 'p03902', 'p03636']","['E', 'K', 'L', 'D', 'O', 'F', 'N', 'H', 'I', 'R', 'M', 'J', 'C', 'G']",[1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0],p01561
